SigmaT+W0	Photon Density 	Photon Density 
5.0	8.099154399725286	7.050671279441991
10.0	8.418329526387344	10.280329319799675
15.0	6.857005834761453	11.238922665285147
20.0	10.088301921944021	8.370796575056232
25.0	10.251751062274728	9.14992423975222
30.0	7.692644644616918	12.958212621128967
35.0	11.326496733687252	12.362706817751468
40.0	10.61770228362372	8.994571311849452
45.0	11.500543919258062	9.21619340047102
50.0	9.77321109639427	9.483771052164798
