SigmaT+W0	Photon Density 	Photon Density 
5.0	7.015962829375742	7.335170679679823
10.0	9.36310212168934	9.024937868846871
15.0	9.923238022859023	9.795861633769436
20.0	10.205341449154906	10.303207564889458
25.0	10.303535426571049	10.729784071169112
30.0	9.928169345191936	10.761027637386151
35.0	10.388539760461992	10.079320459710036
40.0	10.828143682250042	9.496978583730868
45.0	10.834086377049537	10.356092715131602
50.0	10.145767971258223	9.199292146342835
