Energy(eV)+1j*SigmaT (microns) 	Weights
(8335027873.664429+35j)	(4.919286436880367+0j)
(8351016196.424831+35j)	(5.217134247262782+0j)
(8351154611.446262+40j)	(4.722629731542431+0j)
(8377178376.524286+40j)	(4.722629731542431+0j)
(8335802377.086406+40j)	(4.709819712150874+0j)
(8336841288.865713+40j)	(4.709819712150874+0j)
(8298913385.484735+40j)	(4.709819712150874+0j)
(8364417328.2761345+40j)	(4.709819712150874+0j)
(8316106747.711694+40j)	(4.709819712150874+0j)
(8372216521.9862+40j)	(4.726529073506247+0j)
(8373359850.762301+40j)	(4.726529073506247+0j)
(8346731195.508774+40j)	(4.726529073506247+0j)
(8354443771.917584+40j)	(4.726529073506247+0j)
(8272291718.286163+40j)	(4.638654719445454+0j)
(8366211755.164177+40j)	(4.638654719445454+0j)
(8383344824.308964+40j)	(4.638654719445454+0j)
(8345292861.951666+40j)	(4.638654719445454+0j)
(8380346928.016693+40j)	(4.638654719445454+0j)
(8366199051.138544+40j)	(4.638654719445454+0j)
(8378478332.615755+40j)	(4.638654719445454+0j)
(8337074411.776876+40j)	(4.584011665412474+0j)
(8332267724.4237+40j)	(4.584011665412474+0j)
(8355450635.485593+40j)	(4.869939338066194+0j)
(8310364807.78726+40j)	(4.869939338066194+0j)
(8339782585.952463+40j)	(4.869939338066194+0j)
(8364228652.620937+40j)	(4.63217283026363+0j)
(8331289321.7704935+40j)	(4.63217283026363+0j)
(8356968742.424433+40j)	(4.63217283026363+0j)
(8338619552.231127+40j)	(4.63217283026363+0j)
(8348430147.580333+40j)	(4.5765881433731135+0j)
(8376184257.272421+40j)	(4.5765881433731135+0j)
(8377528848.819683+40j)	(4.5765881433731135+0j)
(8333311487.364145+40j)	(4.503261045732996+0j)
(8357194744.537504+40j)	(4.503261045732996+0j)
(8317821856.287952+40j)	(4.503261045732996+0j)
(8369908723.195021+40j)	(4.760469412042516+0j)
(8381017918.266721+40j)	(4.760469412042516+0j)
(8383574096.852487+45j)	(4.586252544231476+0j)
(8314323175.252378+45j)	(4.586252544231476+0j)
(8279464429.453974+45j)	(4.586252544231476+0j)
(8333987248.33345+45j)	(4.586252544231476+0j)
(8350035964.156303+45j)	(4.77273618347753+0j)
(8301562457.7119875+45j)	(4.77273618347753+0j)
(8346807606.258356+45j)	(4.77273618347753+0j)
(8355414692.766936+45j)	(4.781956046928714+0j)
(8281038113.533871+45j)	(4.781956046928714+0j)
(8357064388.477524+45j)	(4.473985891908548+0j)
(8335372875.131947+45j)	(4.473985891908548+0j)
(8368481310.607559+45j)	(4.631235643483419+0j)
(8344150386.506027+45j)	(4.631235643483419+0j)
(8386474961.551045+45j)	(4.570959758599372+0j)
(8333426326.549167+45j)	(4.570959758599372+0j)
(8372600327.14172+45j)	(4.435291089940916+0j)
(8361262828.811446+50j)	(4.571948116159542+0j)
(8408333726.774111+50j)	(4.523081152984592+0j)
(8305926338.179024+50j)	(4.620368416795325+0j)
(8386974998.754417+50j)	(4.565718899874515+0j)
(8331897569.93416+50j)	(4.565718899874515+0j)
(8330256253.826042+50j)	(4.618636722051767+0j)
(8350370108.552433+50j)	(4.618636722051767+0j)
(8356829125.571642+50j)	(4.59980532197673+0j)
(8279815703.1063795+50j)	(4.59980532197673+0j)
(8401866255.530521+50j)	(4.59980532197673+0j)
(8366600917.740927+50j)	(4.35491984177786+0j)
(8387801668.0727825+50j)	(4.35491984177786+0j)
(8358340366.134546+50j)	(4.35491984177786+0j)
(8370420881.965611+50j)	(4.35491984177786+0j)
(8300785934.736766+50j)	(4.574500150132351+0j)
(8346108298.7016735+50j)	(4.76589715511343+0j)
