Energy(eV)+1j*SigmaT (microns) 	Weights
(7375971518.210409+5j)	(7.140769020490945+0j)
(7684302948.100981+5j)	(7.140769020490945+0j)
(8347616590.5378+5j)	(7.140769020490945+0j)
(8093292830.697765+5j)	(7.140769020490945+0j)
(7971030212.127844+5j)	(7.140769020490945+0j)
(7669980177.707424+5j)	(7.140769020490945+0j)
(7300611861.037436+5j)	(7.140769020490945+0j)
(8104579355.223305+5j)	(7.140769020490945+0j)
(8349319169.922579+5j)	(7.167998670734326+0j)
(7900732865.666386+5j)	(7.167998670734326+0j)
(8372302973.1070385+5j)	(7.167998670734326+0j)
(8119033485.447252+5j)	(7.167998670734326+0j)
(8322564973.1395+5j)	(7.167998670734326+0j)
(7827449193.102112+5j)	(7.167998670734326+0j)
(6675428807.78231+5j)	(7.167998670734326+0j)
(7328051174.095412+5j)	(7.167998670734326+0j)
(8239918768.880579+5j)	(7.167998670734326+0j)
(7729455836.220594+5j)	(7.167998670734326+0j)
(8132916166.132084+5j)	(7.167998670734326+0j)
(7750221869.455984+5j)	(7.167998670734326+0j)
(7884487540.736198+5j)	(7.167998670734326+0j)
(8100934075.181688+5j)	(7.167998670734326+0j)
(7818732969.783817+5j)	(7.167998670734326+0j)
(7909396243.180888+5j)	(7.167998670734326+0j)
(8344155442.178299+5j)	(7.167998670734326+0j)
(8151414887.341741+5j)	(7.167998670734326+0j)
(8135069716.68586+5j)	(7.167998670734326+0j)
(8146295231.800409+5j)	(7.167998670734326+0j)
(8280569488.961449+5j)	(7.167998670734326+0j)
(7736317319.881553+5j)	(7.167998670734326+0j)
(5790851734.709512+5j)	(7.167998670734326+0j)
(8282151529.283937+5j)	(7.167998670734326+0j)
(8336789116.740982+5j)	(7.167998670734326+0j)
(7517313531.81681+5j)	(7.167998670734326+0j)
(6081869372.375175+5j)	(7.167998670734326+0j)
(8250859866.918983+5j)	(7.167998670734326+0j)
(8070143808.598202+5j)	(7.167998670734326+0j)
(6083468545.466715+5j)	(7.167998670734326+0j)
(6984860748.767303+5j)	(7.167998670734326+0j)
(8079842083.95854+5j)	(7.167998670734326+0j)
(8021462452.826357+5j)	(7.167998670734326+0j)
(7655442356.468897+5j)	(7.167998670734326+0j)
(8059378266.00543+5j)	(7.167998670734326+0j)
(7885951291.003122+5j)	(7.167998670734326+0j)
(8082377230.641319+5j)	(7.167998670734326+0j)
(8228533437.670864+5j)	(7.167998670734326+0j)
(7762225823.337021+5j)	(7.167998670734326+0j)
(7793524025.51952+5j)	(7.167998670734326+0j)
(8226077804.941265+5j)	(7.167998670734326+0j)
(7407448279.3877535+5j)	(7.167998670734326+0j)
(7551746593.836747+5j)	(7.167998670734326+0j)
(7330463363.196785+5j)	(7.167998670734326+0j)
(7401588631.348405+5j)	(7.167998670734326+0j)
(8337966924.119583+5j)	(7.167998670734326+0j)
(8373224825.525803+5j)	(7.167998670734326+0j)
(8346526617.617762+5j)	(7.167998670734326+0j)
(8248667190.571514+5j)	(7.167998670734326+0j)
(8297145828.178024+5j)	(7.167998670734326+0j)
(7956282124.234621+5j)	(7.167998670734326+0j)
(8207217896.945152+5j)	(7.167998670734326+0j)
(8161836061.125446+5j)	(7.167998670734326+0j)
(7743459840.556679+5j)	(7.167998670734326+0j)
(7418882284.814901+5j)	(7.167998670734326+0j)
(8013067339.666265+5j)	(7.167998670734326+0j)
(7444008068.823568+5j)	(7.167998670734326+0j)
(8117501600.8938875+5j)	(7.167998670734326+0j)
(8338264046.605008+5j)	(7.167998670734326+0j)
(8256874584.732506+5j)	(7.167998670734326+0j)
(7969749278.709845+5j)	(7.167998670734326+0j)
(8142098618.159742+5j)	(7.167998670734326+0j)
(8301595539.869987+5j)	(7.167998670734326+0j)
(8034966383.054588+5j)	(7.167998670734326+0j)
(8195002817.629066+5j)	(7.167998670734326+0j)
(6674997646.215589+5j)	(7.167998670734326+0j)
(6672208017.134755+5j)	(7.167998670734326+0j)
(8366314308.17562+5j)	(7.167998670734326+0j)
(6702646513.973445+5j)	(7.167998670734326+0j)
(7821820885.497779+5j)	(7.167998670734326+0j)
(8071664769.3509655+5j)	(7.167998670734326+0j)
(8314079720.604194+5j)	(7.167998670734326+0j)
(8125781215.076451+5j)	(7.167998670734326+0j)
(8195728241.524424+5j)	(7.167998670734326+0j)
(7436648180.381714+5j)	(7.167998670734326+0j)
(8344681699.033844+5j)	(7.167998670734326+0j)
(8087198485.874613+5j)	(7.167998670734326+0j)
(7607641646.550357+5j)	(7.167998670734326+0j)
(8324911061.856569+5j)	(7.167998670734326+0j)
(7071567318.903233+5j)	(7.167998670734326+0j)
(8299534714.423707+5j)	(7.167998670734326+0j)
(7818405052.344766+5j)	(7.167998670734326+0j)
(8324503700.239149+5j)	(7.167998670734326+0j)
(6763373217.704887+5j)	(7.167998670734326+0j)
(7845280267.878786+5j)	(7.167998670734326+0j)
(8219792849.390637+5j)	(7.167998670734326+0j)
(8161882814.3921585+5j)	(7.167998670734326+0j)
(8195025360.450521+5j)	(7.167998670734326+0j)
(8236464122.538937+5j)	(7.167998670734326+0j)
(8077974010.3553295+5j)	(7.167998670734326+0j)
(7920824183.476077+5j)	(7.167998670734326+0j)
(8184450310.689503+5j)	(7.167998670734326+0j)
(7435811975.22127+5j)	(7.167998670734326+0j)
(7895778009.526108+5j)	(7.167998670734326+0j)
(6523647382.927342+5j)	(7.167998670734326+0j)
(8137445320.366335+5j)	(7.167998670734326+0j)
(8206701611.428+5j)	(7.167998670734326+0j)
(7739588418.885986+5j)	(7.167998670734326+0j)
(7814262550.10878+5j)	(7.167998670734326+0j)
(7684895114.327641+5j)	(7.167998670734326+0j)
(8119020233.312408+5j)	(7.167998670734326+0j)
(7389842296.30192+5j)	(7.167998670734326+0j)
(7923415907.227913+5j)	(7.167998670734326+0j)
(7355678118.005844+5j)	(7.167998670734326+0j)
(7976846207.718486+5j)	(7.167998670734326+0j)
(8056410831.244986+5j)	(7.167998670734326+0j)
(7745620225.466421+5j)	(7.167998670734326+0j)
(7843316957.220165+5j)	(7.167998670734326+0j)
(8113933611.464521+5j)	(7.167998670734326+0j)
(7712989654.9823265+5j)	(7.167998670734326+0j)
(6781407625.687153+5j)	(7.167998670734326+0j)
(7672259303.017891+5j)	(7.167998670734326+0j)
(8066884242.803801+5j)	(7.167998670734326+0j)
(8151213740.400158+5j)	(7.167998670734326+0j)
(8157094235.953711+5j)	(7.167998670734326+0j)
(7481740496.633141+5j)	(7.167998670734326+0j)
(8023679215.774019+5j)	(7.167998670734326+0j)
(8097568726.6625595+5j)	(7.167998670734326+0j)
(8228662555.659381+5j)	(7.167998670734326+0j)
(8291504360.110525+5j)	(7.167998670734326+0j)
(8320310107.075739+5j)	(7.167998670734326+0j)
(7910769848.007514+5j)	(7.167998670734326+0j)
(8087731782.393904+5j)	(7.167998670734326+0j)
(7788986998.81488+5j)	(7.167998670734326+0j)
(7579891811.304913+5j)	(7.167998670734326+0j)
(7634857896.555311+5j)	(7.167998670734326+0j)
(7456769557.14267+5j)	(7.167998670734326+0j)
(8267018477.360569+5j)	(7.167998670734326+0j)
(8046584430.843105+5j)	(7.167998670734326+0j)
(8261365970.4637985+5j)	(7.167998670734326+0j)
(8176755040.492754+5j)	(7.167998670734326+0j)
(8015781720.250658+5j)	(7.167998670734326+0j)
(6922545949.30127+5j)	(7.167998670734326+0j)
(7481236689.163825+5j)	(7.167998670734326+0j)
(8065306070.516963+5j)	(7.167998670734326+0j)
(7644179163.522293+5j)	(7.167998670734326+0j)
(7543081751.084892+5j)	(7.167998670734326+0j)
(8060831336.900013+5j)	(7.167998670734326+0j)
(8013293509.272118+5j)	(7.167998670734326+0j)
(7983228713.424032+5j)	(7.167998670734326+0j)
(7782993917.594627+5j)	(7.167998670734326+0j)
(8338777865.624502+5j)	(7.167998670734326+0j)
(6563924348.848506+5j)	(7.167998670734326+0j)
(7944248740.570742+5j)	(7.167998670734326+0j)
(8233444103.227273+5j)	(7.167998670734326+0j)
(8226669628.562092+5j)	(7.167998670734326+0j)
(7410253508.914082+5j)	(7.38070998313211+0j)
(8220847690.38751+5j)	(7.38070998313211+0j)
(7608457010.287294+5j)	(7.38070998313211+0j)
(7725041984.060354+5j)	(7.38070998313211+0j)
(7582180537.067051+5j)	(7.38070998313211+0j)
(7692857377.626429+5j)	(7.38070998313211+0j)
(7365836617.42617+5j)	(7.38070998313211+0j)
(7365344420.535332+5j)	(7.38070998313211+0j)
(7324818505.495905+5j)	(7.38070998313211+0j)
(6782381377.247747+5j)	(7.38070998313211+0j)
(7638287963.118883+5j)	(7.38070998313211+0j)
(7795446594.597311+5j)	(7.38070998313211+0j)
(8329437235.870195+5j)	(7.38070998313211+0j)
(8318639914.169765+5j)	(7.38070998313211+0j)
(7985037764.798208+5j)	(7.38070998313211+0j)
(7465753370.685923+5j)	(7.38070998313211+0j)
(8199138017.508392+5j)	(7.38070998313211+0j)
(7925329244.036783+5j)	(7.38070998313211+0j)
(8096773359.387367+5j)	(7.38070998313211+0j)
(7618474969.242029+5j)	(7.38070998313211+0j)
(8251005837.552783+5j)	(7.38070998313211+0j)
(7736334097.787571+5j)	(7.38070998313211+0j)
(7676415600.040228+5j)	(7.38070998313211+0j)
(8168780570.905861+5j)	(7.38070998313211+0j)
(8037121292.502361+5j)	(7.38070998313211+0j)
(8239394695.272712+5j)	(7.38070998313211+0j)
(7928021930.519482+5j)	(7.38070998313211+0j)
(7854383159.912737+5j)	(7.38070998313211+0j)
(8327178339.622381+5j)	(7.38070998313211+0j)
(7377944169.910652+5j)	(7.38070998313211+0j)
(8064066904.69553+5j)	(7.38070998313211+0j)
(8129596342.110754+5j)	(7.38070998313211+0j)
(8162646940.340828+5j)	(7.38070998313211+0j)
(7933320451.658193+5j)	(7.38070998313211+0j)
(7680034443.527729+5j)	(7.38070998313211+0j)
(8067046642.856905+5j)	(7.38070998313211+0j)
(8276899717.998835+5j)	(7.38070998313211+0j)
(8316888083.734375+5j)	(7.38070998313211+0j)
(8050761523.240122+5j)	(7.38070998313211+0j)
(7843218342.528515+5j)	(7.38070998313211+0j)
(8257923744.771578+5j)	(7.38070998313211+0j)
(6917451339.910202+5j)	(7.38070998313211+0j)
(6875557232.119845+5j)	(7.38070998313211+0j)
(7782642995.145045+5j)	(7.38070998313211+0j)
(7458679583.16765+5j)	(7.38070998313211+0j)
(7990534375.680101+5j)	(7.38070998313211+0j)
(7265104686.116155+5j)	(7.38070998313211+0j)
(8049548465.963424+5j)	(7.38070998313211+0j)
(8226251939.313488+5j)	(7.38070998313211+0j)
(8189412635.813609+5j)	(7.38070998313211+0j)
(8052109263.284225+5j)	(7.38070998313211+0j)
(8269128915.549113+5j)	(7.38070998313211+0j)
(8334279652.961237+5j)	(7.38070998313211+0j)
(8310399815.797264+5j)	(7.38070998313211+0j)
(8021791132.013627+5j)	(7.38070998313211+0j)
(7236769160.992481+5j)	(7.38070998313211+0j)
(7644655004.035671+5j)	(7.38070998313211+0j)
(8306612895.864725+5j)	(7.38070998313211+0j)
(8225137063.662444+5j)	(7.38070998313211+0j)
(8308207382.731104+5j)	(7.38070998313211+0j)
(8249125409.600882+5j)	(7.38070998313211+0j)
(7086800452.447548+5j)	(7.38070998313211+0j)
(7741465978.494536+5j)	(7.38070998313211+0j)
(8103425441.819792+5j)	(7.38070998313211+0j)
(8354241509.8179+5j)	(7.38070998313211+0j)
(8099425640.529875+5j)	(7.38070998313211+0j)
(7163098587.406979+5j)	(7.38070998313211+0j)
(7615151945.595596+5j)	(7.38070998313211+0j)
(8011646264.981189+5j)	(7.38070998313211+0j)
(7981085951.229948+5j)	(7.38070998313211+0j)
(7487679588.098537+5j)	(7.38070998313211+0j)
(7386945850.956827+5j)	(7.38070998313211+0j)
(7617059825.027985+5j)	(7.38070998313211+0j)
(8103447685.128144+5j)	(7.38070998313211+0j)
(8319891077.968115+5j)	(7.38070998313211+0j)
(8248698226.72311+5j)	(7.38070998313211+0j)
(6628677013.790135+5j)	(7.38070998313211+0j)
(8245841137.738727+5j)	(7.38070998313211+0j)
(7946338267.323527+5j)	(7.38070998313211+0j)
(8341799061.007664+5j)	(7.38070998313211+0j)
(8122373619.651667+5j)	(7.38070998313211+0j)
(8138700678.126028+5j)	(7.38070998313211+0j)
(8312051118.277202+5j)	(7.38070998313211+0j)
(7384307312.160492+5j)	(7.38070998313211+0j)
(7497630329.314397+5j)	(7.38070998313211+0j)
(8316361907.829693+5j)	(7.38070998313211+0j)
(8284151428.324537+5j)	(7.38070998313211+0j)
(8081437064.651712+5j)	(7.38070998313211+0j)
(8210743645.728526+5j)	(7.38070998313211+0j)
(8057493383.907182+5j)	(7.38070998313211+0j)
(8252191095.742528+5j)	(7.38070998313211+0j)
(7571040571.722942+5j)	(7.38070998313211+0j)
(7904242727.5571+5j)	(7.38070998313211+0j)
(8322452295.633446+5j)	(7.38070998313211+0j)
(8266267978.335642+5j)	(7.38070998313211+0j)
(8325748990.515408+5j)	(7.38070998313211+0j)
(8370081186.041967+5j)	(7.38070998313211+0j)
(7704083284.844824+5j)	(7.38070998313211+0j)
(7697580603.056924+5j)	(7.38070998313211+0j)
(8002956087.477593+5j)	(7.38070998313211+0j)
(7579386380.282822+5j)	(7.38070998313211+0j)
(7925018544.942076+5j)	(7.38070998313211+0j)
(7664907554.466204+5j)	(7.38070998313211+0j)
(8265524431.6941185+5j)	(7.38070998313211+0j)
(6910005873.385134+5j)	(7.38070998313211+0j)
(6275939478.829216+5j)	(7.38070998313211+0j)
(8241897824.01148+5j)	(7.38070998313211+0j)
(8066694808.682446+5j)	(7.38070998313211+0j)
(7531869073.045385+5j)	(7.38070998313211+0j)
(8304430856.034664+5j)	(7.38070998313211+0j)
(7481577003.813188+5j)	(7.38070998313211+0j)
(8340858851.926424+5j)	(7.38070998313211+0j)
(8157678089.098258+5j)	(7.38070998313211+0j)
(8269454251.925164+5j)	(7.38070998313211+0j)
(8255946176.785286+5j)	(7.38070998313211+0j)
(7384923184.698433+5j)	(7.38070998313211+0j)
(8132703570.51744+5j)	(7.38070998313211+0j)
(7601704308.501463+5j)	(7.38070998313211+0j)
(7605523174.880894+5j)	(7.38070998313211+0j)
(7474611381.397753+5j)	(7.38070998313211+0j)
(7642476042.467098+5j)	(7.38070998313211+0j)
(8272848319.100285+5j)	(7.38070998313211+0j)
(7982372853.429914+5j)	(7.38070998313211+0j)
(7860387065.170787+5j)	(7.38070998313211+0j)
(7230251645.373056+5j)	(7.38070998313211+0j)
(8101643095.036996+5j)	(7.38070998313211+0j)
(7739047011.787115+5j)	(7.38070998313211+0j)
(6492418694.009214+5j)	(7.38070998313211+0j)
(7484035804.430845+5j)	(7.38070998313211+0j)
(6971151342.88291+5j)	(7.38070998313211+0j)
(6869006358.771265+5j)	(7.38070998313211+0j)
(8124902671.322957+5j)	(7.38070998313211+0j)
(8234243851.573001+5j)	(7.38070998313211+0j)
(7983937643.420895+5j)	(7.38070998313211+0j)
(7458038017.737138+5j)	(7.38070998313211+0j)
(7843030643.673841+5j)	(7.38070998313211+0j)
(8031632681.243416+5j)	(7.38070998313211+0j)
(8177374107.451269+5j)	(7.38070998313211+0j)
(7668593991.1355505+5j)	(7.38070998313211+0j)
(7943799388.363794+5j)	(7.38070998313211+0j)
(8237587124.812877+5j)	(7.187522159309026+0j)
(7811416808.913315+5j)	(7.187522159309026+0j)
(8218111108.166224+5j)	(7.187522159309026+0j)
(8157568388.448772+5j)	(7.187522159309026+0j)
(7115464110.427257+5j)	(7.187522159309026+0j)
(7949570040.341115+5j)	(7.187522159309026+0j)
(8272584409.830914+5j)	(7.187522159309026+0j)
(7936984693.634157+5j)	(7.187522159309026+0j)
(8240102051.877256+5j)	(7.187522159309026+0j)
(7820020645.877268+5j)	(7.187522159309026+0j)
(8217840607.134964+5j)	(7.187522159309026+0j)
(7716736028.892411+5j)	(7.187522159309026+0j)
(7365970163.3095875+5j)	(7.187522159309026+0j)
(7974293776.515066+5j)	(7.187522159309026+0j)
(8296134671.79093+5j)	(7.187522159309026+0j)
(8292084179.412881+5j)	(7.187522159309026+0j)
(8018100721.154055+5j)	(7.187522159309026+0j)
(8341942412.006788+5j)	(7.187522159309026+0j)
(7723039095.589496+5j)	(7.187522159309026+0j)
(8228473688.556341+5j)	(7.187522159309026+0j)
(7912346356.764545+5j)	(7.187522159309026+0j)
(7352190122.933797+5j)	(7.187522159309026+0j)
(6944310862.8122425+5j)	(7.187522159309026+0j)
(8253165999.785367+5j)	(7.187522159309026+0j)
(8045166730.804216+5j)	(7.187522159309026+0j)
(7842616041.596573+5j)	(7.187522159309026+0j)
(7845294533.373772+5j)	(7.187522159309026+0j)
(8123437917.620351+5j)	(7.187522159309026+0j)
(7532320171.607275+5j)	(7.187522159309026+0j)
(8305591069.8334255+5j)	(7.187522159309026+0j)
(6603476971.997324+5j)	(7.187522159309026+0j)
(8313396257.405909+5j)	(7.187522159309026+0j)
(8266315541.295418+5j)	(7.187522159309026+0j)
(8025897508.360873+5j)	(7.187522159309026+0j)
(7977604886.066996+5j)	(7.187522159309026+0j)
(7264534838.415756+5j)	(7.187522159309026+0j)
(7916427506.347397+5j)	(7.187522159309026+0j)
(8071450600.9987+5j)	(7.187522159309026+0j)
(7136182659.893923+5j)	(7.187522159309026+0j)
(7972096573.005898+5j)	(7.187522159309026+0j)
(7419698735.4345665+5j)	(7.187522159309026+0j)
(8240017359.848147+5j)	(7.187522159309026+0j)
(8331135581.418879+5j)	(7.187522159309026+0j)
(8102046588.846099+5j)	(7.187522159309026+0j)
(7405446931.972754+5j)	(7.187522159309026+0j)
(7310637394.267778+5j)	(7.187522159309026+0j)
(8199210655.157644+5j)	(7.187522159309026+0j)
(7769043476.2634325+5j)	(7.187522159309026+0j)
(7998675881.12118+5j)	(7.187522159309026+0j)
(8254906441.060474+5j)	(7.187522159309026+0j)
(7243289533.798586+5j)	(7.187522159309026+0j)
(8068864831.741689+5j)	(7.187522159309026+0j)
(8201390524.696964+5j)	(7.187522159309026+0j)
(7852115641.188856+5j)	(7.187522159309026+0j)
(7889491284.783596+5j)	(7.187522159309026+0j)
(7123726174.997089+5j)	(7.187522159309026+0j)
(8214779516.798655+5j)	(7.187522159309026+0j)
(8229378824.520358+5j)	(7.187522159309026+0j)
(8310548784.377617+5j)	(7.187522159309026+0j)
(8354444123.388755+5j)	(7.187522159309026+0j)
(8050453086.426541+5j)	(7.187522159309026+0j)
(8295687661.766359+5j)	(7.187522159309026+0j)
(7814804693.391653+5j)	(7.187522159309026+0j)
(7577722381.53145+5j)	(7.187522159309026+0j)
(8354852193.367622+5j)	(7.187522159309026+0j)
(8245067310.806543+5j)	(7.187522159309026+0j)
(8304700074.303651+5j)	(7.187522159309026+0j)
(6852982062.288128+5j)	(7.187522159309026+0j)
(7636448286.664348+5j)	(7.187522159309026+0j)
(7691563057.283968+5j)	(7.187522159309026+0j)
(7292311263.030613+5j)	(7.187522159309026+0j)
(7842812778.677143+5j)	(7.187522159309026+0j)
(7793750683.567465+5j)	(7.187522159309026+0j)
(7965823649.853342+5j)	(7.187522159309026+0j)
(7971055614.141272+5j)	(7.187522159309026+0j)
(8317425722.913798+5j)	(7.187522159309026+0j)
(8346683412.525518+5j)	(7.187522159309026+0j)
(8321218203.851025+5j)	(7.187522159309026+0j)
(7169532950.26045+5j)	(7.187522159309026+0j)
(7812711503.792087+5j)	(7.187522159309026+0j)
(8048403083.279389+5j)	(7.187522159309026+0j)
(8224857798.926039+5j)	(7.187522159309026+0j)
(7370638120.785879+5j)	(7.187522159309026+0j)
(7741295870.485633+5j)	(7.187522159309026+0j)
(8289096941.541437+5j)	(7.187522159309026+0j)
(7494953060.536123+5j)	(7.187522159309026+0j)
(7919173575.870214+5j)	(7.187522159309026+0j)
(7960831671.716147+5j)	(7.187522159309026+0j)
(8277714680.400893+5j)	(7.187522159309026+0j)
(8127887567.989491+5j)	(7.187522159309026+0j)
(8003489136.381235+5j)	(7.187522159309026+0j)
(6972787733.001801+5j)	(7.187522159309026+0j)
(7048037315.762167+5j)	(7.187522159309026+0j)
(7324820808.885895+5j)	(7.187522159309026+0j)
(7902270386.188175+5j)	(7.187522159309026+0j)
(8322821903.2437725+5j)	(7.187522159309026+0j)
(8276327848.089962+5j)	(7.187522159309026+0j)
(7440792770.819461+5j)	(7.187522159309026+0j)
