Energy(eV)+1j*SigmaT (microns) 	Weights
(8234954266.837509+5j)	(7.6470792611283125+0j)
(8081403801.517223+5j)	(7.6470792611283125+0j)
(8326289327.729703+5j)	(7.6470792611283125+0j)
(6983315246.345952+5j)	(7.6470792611283125+0j)
(8065197711.682028+5j)	(7.6470792611283125+0j)
(8328673746.230551+5j)	(7.6470792611283125+0j)
(7690003620.837787+5j)	(7.6470792611283125+0j)
(8287639018.27062+5j)	(7.6470792611283125+0j)
(7930057308.743931+5j)	(7.6470792611283125+0j)
(8209662430.0933+5j)	(7.6470792611283125+0j)
(8102043755.924541+5j)	(7.6470792611283125+0j)
(7749774992.152748+5j)	(7.6470792611283125+0j)
(7759547628.502474+5j)	(7.6470792611283125+0j)
(7904945452.73864+5j)	(7.6470792611283125+0j)
(7031519652.448382+5j)	(7.6470792611283125+0j)
(8280581476.364462+5j)	(7.6470792611283125+0j)
(8325701882.82494+5j)	(7.6470792611283125+0j)
(8225721356.664777+5j)	(7.6470792611283125+0j)
(7174363054.209188+5j)	(7.6470792611283125+0j)
(8067402252.463219+5j)	(7.6470792611283125+0j)
(8346166458.23961+5j)	(7.6470792611283125+0j)
(7967679871.497466+5j)	(7.6470792611283125+0j)
(7784619674.687584+5j)	(7.6470792611283125+0j)
(7739806877.191046+5j)	(7.6470792611283125+0j)
(7743999371.285181+5j)	(7.6470792611283125+0j)
(8182728506.524328+5j)	(7.6470792611283125+0j)
(7818088049.6222105+5j)	(7.6470792611283125+0j)
(6615379445.7304+5j)	(7.6470792611283125+0j)
(6993752010.794713+5j)	(7.6470792611283125+0j)
(8193486770.302164+5j)	(7.6470792611283125+0j)
(8051684030.062984+5j)	(7.6470792611283125+0j)
(7931946348.583978+5j)	(7.6470792611283125+0j)
(8250895206.338967+5j)	(7.6470792611283125+0j)
(8193031595.25621+5j)	(7.6470792611283125+0j)
(8368058085.561048+5j)	(7.6470792611283125+0j)
(7974630668.691887+5j)	(7.6470792611283125+0j)
(8327095216.533699+5j)	(7.6470792611283125+0j)
(7258157530.311222+5j)	(7.6470792611283125+0j)
(8140210643.68+5j)	(7.6470792611283125+0j)
(7588954610.957435+5j)	(7.6470792611283125+0j)
(8223785795.55761+5j)	(7.6470792611283125+0j)
(7637052645.873213+5j)	(7.6470792611283125+0j)
(8047126709.934335+5j)	(7.591847274161682+0j)
(8300466392.850632+5j)	(7.591847274161682+0j)
(7777569638.119263+5j)	(7.591847274161682+0j)
(7622531950.225006+5j)	(7.591847274161682+0j)
(7835535100.039508+5j)	(7.591847274161682+0j)
(8319043473.612967+5j)	(7.591847274161682+0j)
(7946380350.73688+5j)	(7.591847274161682+0j)
(8177307872.3668585+5j)	(7.591847274161682+0j)
(7418897963.671944+5j)	(7.591847274161682+0j)
(8195023409.163204+5j)	(7.591847274161682+0j)
(8242435602.019224+5j)	(7.591847274161682+0j)
(8082486967.371234+5j)	(7.591847274161682+0j)
(8065657882.409808+5j)	(7.591847274161682+0j)
(8098106246.142041+5j)	(7.591847274161682+0j)
(7810641085.613005+5j)	(7.591847274161682+0j)
(7819949091.387152+5j)	(7.591847274161682+0j)
(6513010550.197071+5j)	(7.591847274161682+0j)
(8348369044.600688+5j)	(7.591847274161682+0j)
(6821239489.668757+5j)	(7.591847274161682+0j)
(8113113337.447239+5j)	(7.591847274161682+0j)
(8256774665.946577+5j)	(7.591847274161682+0j)
(7832165494.782961+5j)	(7.591847274161682+0j)
(8250099840.711673+5j)	(7.591847274161682+0j)
(8259034811.907459+5j)	(7.591847274161682+0j)
(7372905375.534319+5j)	(7.591847274161682+0j)
(6478010633.144463+5j)	(7.591847274161682+0j)
(8266870551.842037+5j)	(7.591847274161682+0j)
(7357819171.111975+5j)	(7.591847274161682+0j)
(7850289780.268585+5j)	(7.591847274161682+0j)
(8309909275.433989+5j)	(7.591847274161682+0j)
(8121319664.207268+5j)	(7.591847274161682+0j)
(8103982126.60987+5j)	(7.591847274161682+0j)
(7095323184.602931+5j)	(7.591847274161682+0j)
(8146579973.664569+5j)	(7.591847274161682+0j)
(8027439086.602291+5j)	(7.591847274161682+0j)
(7771097526.732655+5j)	(7.591847274161682+0j)
(8029020802.856034+5j)	(7.591847274161682+0j)
(6797210620.992535+5j)	(7.591847274161682+0j)
(7596168906.671326+5j)	(7.591847274161682+0j)
(6265585573.563872+5j)	(7.591847274161682+0j)
(8163352284.427113+5j)	(7.591847274161682+0j)
(6525278120.054389+5j)	(7.591847274161682+0j)
(7678145649.564521+5j)	(7.591847274161682+0j)
(8085238488.899437+5j)	(7.591847274161682+0j)
(8319355522.229937+5j)	(7.591847274161682+0j)
(8146969167.7069435+5j)	(7.591847274161682+0j)
(7918424893.12062+5j)	(7.591847274161682+0j)
(7754594793.781149+5j)	(7.591847274161682+0j)
(8260196547.3716135+5j)	(7.591847274161682+0j)
(7244422590.659395+5j)	(7.591847274161682+0j)
(7649969840.327066+5j)	(7.591847274161682+0j)
(6899205676.099434+5j)	(7.591847274161682+0j)
(7878231920.577635+5j)	(7.591847274161682+0j)
(7984332890.3653145+5j)	(7.591847274161682+0j)
(7081806653.302652+5j)	(7.591847274161682+0j)
(8219551991.4448185+5j)	(7.591847274161682+0j)
(8266847808.587597+5j)	(7.591847274161682+0j)
(8354781037.265867+5j)	(7.591847274161682+0j)
(7296639879.29385+5j)	(7.591847274161682+0j)
(8338274960.339961+5j)	(7.591847274161682+0j)
(6712319668.477929+5j)	(7.591847274161682+0j)
(8302215617.292751+5j)	(7.591847274161682+0j)
(8277117741.32547+5j)	(7.591847274161682+0j)
(8081274637.220934+5j)	(7.591847274161682+0j)
(7984423446.324923+5j)	(7.591847274161682+0j)
(7778307102.568573+5j)	(7.591847274161682+0j)
(8182816368.762403+5j)	(7.591847274161682+0j)
(8028284309.65013+5j)	(7.591847274161682+0j)
(7846828098.951515+5j)	(7.591847274161682+0j)
(7964247876.993519+5j)	(7.591847274161682+0j)
(7263786048.76352+5j)	(7.591847274161682+0j)
(8177278381.566932+5j)	(7.591847274161682+0j)
(8036280207.8804865+5j)	(7.591847274161682+0j)
(8205382684.494564+5j)	(7.591847274161682+0j)
(7824945630.118947+5j)	(7.591847274161682+0j)
(7217336765.921049+5j)	(7.591847274161682+0j)
(8114134950.408346+5j)	(7.591847274161682+0j)
(7533196896.142687+5j)	(7.591847274161682+0j)
(8198396075.859349+5j)	(7.591847274161682+0j)
(8170670929.01215+5j)	(7.591847274161682+0j)
(8201119255.071067+5j)	(7.591847274161682+0j)
(8178025647.03616+5j)	(7.591847274161682+0j)
(7977008701.893411+5j)	(7.591847274161682+0j)
(8324771492.137708+5j)	(7.591847274161682+0j)
(7807337097.1198845+5j)	(7.591847274161682+0j)
(8222745045.500433+5j)	(7.591847274161682+0j)
(7903188245.841749+5j)	(7.591847274161682+0j)
(7878764631.807463+5j)	(7.591847274161682+0j)
(7573097690.340706+5j)	(7.591847274161682+0j)
(7079682604.005839+5j)	(7.591847274161682+0j)
(7725672002.684483+5j)	(7.591847274161682+0j)
(8146443141.936281+5j)	(7.591847274161682+0j)
(8107534826.307657+5j)	(7.591847274161682+0j)
(8011898539.479212+5j)	(7.591847274161682+0j)
(7369162031.340725+5j)	(7.591847274161682+0j)
(6663943285.276041+5j)	(7.591847274161682+0j)
(8331741152.091537+5j)	(7.591847274161682+0j)
(8037545625.290302+5j)	(7.591847274161682+0j)
(7649263617.589349+5j)	(7.591847274161682+0j)
(8353470456.7013035+5j)	(7.591847274161682+0j)
(8323792159.658991+5j)	(7.591847274161682+0j)
(7896107371.186037+5j)	(7.591847274161682+0j)
(8363418543.68009+5j)	(7.591847274161682+0j)
(6153135486.187006+5j)	(7.591847274161682+0j)
(8333619920.928608+5j)	(7.591847274161682+0j)
(7824411288.388451+5j)	(7.591847274161682+0j)
(8256312663.693443+5j)	(7.591847274161682+0j)
(8049263548.404278+5j)	(7.591847274161682+0j)
(7964415455.276007+5j)	(7.591847274161682+0j)
(7780539431.551014+5j)	(7.591847274161682+0j)
(8165839627.101757+5j)	(7.591847274161682+0j)
(6105650332.123765+5j)	(7.591847274161682+0j)
(6936171918.5074835+5j)	(7.591847274161682+0j)
(8190511927.695221+5j)	(7.591847274161682+0j)
(8114652577.989616+5j)	(7.591847274161682+0j)
(8024354564.68733+5j)	(7.591847274161682+0j)
(7920704039.530266+5j)	(7.591847274161682+0j)
(8202723931.883928+5j)	(7.591847274161682+0j)
(7605007824.47623+5j)	(7.591847274161682+0j)
(8144353590.295876+5j)	(7.591847274161682+0j)
(7613013932.82597+5j)	(7.591847274161682+0j)
(7534104428.150374+5j)	(7.591847274161682+0j)
(7301525568.056145+5j)	(7.591847274161682+0j)
(7747234202.347392+5j)	(7.591847274161682+0j)
(8272932560.916453+5j)	(7.591847274161682+0j)
(7824468790.611509+5j)	(7.591847274161682+0j)
(8058357900.514362+5j)	(7.591847274161682+0j)
(8098983590.322735+5j)	(7.496668753554522+0j)
(8339850457.702471+5j)	(7.496668753554522+0j)
(7605618527.553152+5j)	(7.496668753554522+0j)
(8086900045.11084+5j)	(7.496668753554522+0j)
(7820266314.381128+5j)	(7.496668753554522+0j)
(7999266579.40716+5j)	(7.496668753554522+0j)
(6992296525.248382+5j)	(7.496668753554522+0j)
(8292953342.653112+5j)	(7.496668753554522+0j)
(7519062556.116041+5j)	(7.496668753554522+0j)
(7989170900.536394+5j)	(7.496668753554522+0j)
(7599233056.4312525+5j)	(7.496668753554522+0j)
(8238242956.384045+5j)	(7.496668753554522+0j)
(8330970619.684506+5j)	(7.496668753554522+0j)
(6569186527.171573+5j)	(7.496668753554522+0j)
(8002521448.399034+5j)	(7.496668753554522+0j)
(7074930178.010834+5j)	(7.496668753554522+0j)
(7192681961.719479+5j)	(7.496668753554522+0j)
(7907774527.798442+5j)	(7.496668753554522+0j)
(7420276476.059891+5j)	(7.496668753554522+0j)
(8157268480.531748+5j)	(7.496668753554522+0j)
(7704121687.953817+5j)	(7.496668753554522+0j)
(7470906440.035476+5j)	(7.496668753554522+0j)
(8042270184.690702+5j)	(7.496668753554522+0j)
(7325157297.305304+5j)	(7.496668753554522+0j)
(7571865160.078056+5j)	(7.496668753554522+0j)
(7695350207.156557+5j)	(7.496668753554522+0j)
(7131194981.517324+5j)	(7.496668753554522+0j)
(7831361638.502708+5j)	(7.496668753554522+0j)
(7773947558.698318+5j)	(7.496668753554522+0j)
(8361794809.507971+5j)	(7.496668753554522+0j)
(6406322880.44987+5j)	(7.496668753554522+0j)
(8203288027.751869+5j)	(7.496668753554522+0j)
(7980685334.009913+5j)	(7.496668753554522+0j)
(7968696703.274862+5j)	(7.496668753554522+0j)
(6970299318.503643+5j)	(7.496668753554522+0j)
(8313884887.430064+5j)	(7.496668753554522+0j)
(6950741899.50537+5j)	(7.496668753554522+0j)
(7065998042.933354+5j)	(7.496668753554522+0j)
(8210176736.332757+5j)	(7.496668753554522+0j)
(7250070835.106916+5j)	(7.496668753554522+0j)
(7132241616.905445+5j)	(7.496668753554522+0j)
(6594776459.113253+5j)	(7.496668753554522+0j)
(7898009387.893406+5j)	(7.496668753554522+0j)
(6993067036.8882885+5j)	(7.496668753554522+0j)
(7140186501.40322+5j)	(7.496668753554522+0j)
(7817162323.148506+5j)	(7.496668753554522+0j)
(8067666128.672562+5j)	(7.496668753554522+0j)
(7658531344.32858+5j)	(7.496668753554522+0j)
(8363874030.705906+5j)	(7.496668753554522+0j)
(8209805814.258425+5j)	(7.496668753554522+0j)
(7656703336.521418+5j)	(7.496668753554522+0j)
(7619308422.005667+5j)	(7.496668753554522+0j)
(8231376470.714112+5j)	(7.496668753554522+0j)
(7838193042.491211+5j)	(7.496668753554522+0j)
(7157763024.011801+5j)	(7.496668753554522+0j)
(8299209912.178232+5j)	(7.496668753554522+0j)
(7555358603.631971+5j)	(7.496668753554522+0j)
(7608055734.303862+5j)	(7.496668753554522+0j)
(8230131395.725119+5j)	(7.496668753554522+0j)
(8060376835.71402+5j)	(7.496668753554522+0j)
(8235553409.727226+5j)	(7.496668753554522+0j)
(8108662061.017648+5j)	(7.496668753554522+0j)
(8306510826.911863+5j)	(7.496668753554522+0j)
(8355424687.10088+5j)	(7.496668753554522+0j)
(7278853128.611504+5j)	(7.496668753554522+0j)
(8146507077.71731+5j)	(7.496668753554522+0j)
(8352622943.069351+5j)	(7.496668753554522+0j)
(7912649534.11858+5j)	(7.496668753554522+0j)
(7997498499.258116+5j)	(7.496668753554522+0j)
(7937848660.398804+5j)	(7.496668753554522+0j)
(8324011466.976826+5j)	(7.496668753554522+0j)
(8319875070.1102705+5j)	(7.496668753554522+0j)
(8148440345.829533+5j)	(7.496668753554522+0j)
(8303685929.835115+5j)	(7.496668753554522+0j)
(8319839681.434469+5j)	(7.496668753554522+0j)
(7018225599.132263+5j)	(7.496668753554522+0j)
(7324712669.882093+5j)	(7.496668753554522+0j)
(8343682037.475591+5j)	(7.496668753554522+0j)
(7438648156.029595+5j)	(7.496668753554522+0j)
(6686764235.785141+5j)	(7.496668753554522+0j)
(7563652781.081154+5j)	(7.496668753554522+0j)
(7300103154.533203+5j)	(7.496668753554522+0j)
(7915368941.400522+5j)	(7.496668753554522+0j)
(7648545438.484145+5j)	(7.496668753554522+0j)
(8326176288.627094+5j)	(7.496668753554522+0j)
(7645071779.026823+5j)	(7.496668753554522+0j)
(8255750691.265387+5j)	(7.496668753554522+0j)
(8197598415.4971695+5j)	(7.496668753554522+0j)
(7912950460.563417+5j)	(7.496668753554522+0j)
(7164212734.893179+5j)	(7.496668753554522+0j)
(7609940412.174053+5j)	(7.496668753554522+0j)
(8003364242.636677+5j)	(7.496668753554522+0j)
(8321538358.4431305+5j)	(7.496668753554522+0j)
(8288828535.1487665+5j)	(7.496668753554522+0j)
(8003200049.651993+5j)	(7.496668753554522+0j)
(8254791246.3710375+5j)	(7.496668753554522+0j)
(8219852389.077723+5j)	(7.496668753554522+0j)
(7987835390.711655+5j)	(7.496668753554522+0j)
(8137740855.126447+5j)	(7.496668753554522+0j)
(7236677714.62105+5j)	(7.496668753554522+0j)
(8085680297.58642+5j)	(7.496668753554522+0j)
(8327401043.091421+5j)	(7.496668753554522+0j)
(8315263141.063341+5j)	(7.496668753554522+0j)
(8310727388.07687+5j)	(7.496668753554522+0j)
(8221399888.973068+5j)	(7.496668753554522+0j)
(7976707287.955128+5j)	(7.496668753554522+0j)
(7075983258.784866+5j)	(7.496668753554522+0j)
(7420984573.496907+5j)	(7.496668753554522+0j)
(8023854168.337499+5j)	(7.496668753554522+0j)
(7587695813.802925+5j)	(7.496668753554522+0j)
(8319366943.03684+5j)	(7.496668753554522+0j)
(8114764918.7674885+5j)	(7.496668753554522+0j)
(8053695841.783517+5j)	(7.496668753554522+0j)
(8132129925.650223+5j)	(7.496668753554522+0j)
(7697102990.049795+5j)	(7.496668753554522+0j)
(8344765194.911079+5j)	(7.496668753554522+0j)
(7329295400.281452+5j)	(7.496668753554522+0j)
(8249609057.184727+5j)	(7.496668753554522+0j)
(8309265079.871878+5j)	(7.496668753554522+0j)
(8212632172.9787445+5j)	(7.496668753554522+0j)
(8239852804.689028+10j)	(6.603399947516072+0j)
(8213622879.835436+10j)	(6.603399947516072+0j)
(8293425549.252976+10j)	(6.603399947516072+0j)
(8318945910.908768+10j)	(6.603399947516072+0j)
(8302609774.274392+10j)	(6.603399947516072+0j)
(8333103257.880281+10j)	(6.603399947516072+0j)
(8293461526.925919+10j)	(6.603399947516072+0j)
(8302869703.957962+10j)	(6.603399947516072+0j)
(8249727041.77551+10j)	(6.603399947516072+0j)
(8277013392.084639+10j)	(6.603399947516072+0j)
(8138781069.557734+10j)	(6.603399947516072+0j)
(8193730885.207489+10j)	(6.603399947516072+0j)
(8185909063.07329+10j)	(6.603399947516072+0j)
(8340210297.035553+10j)	(6.603399947516072+0j)
(8276297286.807824+10j)	(6.603399947516072+0j)
(8315870963.988796+10j)	(6.603399947516072+0j)
(8336792924.926652+10j)	(6.603399947516072+0j)
(8050789238.969576+10j)	(6.603399947516072+0j)
(8370719538.231233+10j)	(6.603399947516072+0j)
(8289875285.181391+10j)	(6.603399947516072+0j)
(8273240759.081306+10j)	(6.603399947516072+0j)
(8110563335.369612+10j)	(6.603399947516072+0j)
(8248757745.2276535+10j)	(6.603399947516072+0j)
(8237975827.774703+10j)	(6.603399947516072+0j)
(8200800110.800219+10j)	(6.603399947516072+0j)
(8231729503.984665+10j)	(6.603399947516072+0j)
(8311921959.388956+10j)	(6.603399947516072+0j)
(8135272010.193317+10j)	(6.603399947516072+0j)
(8318359876.45426+10j)	(6.603399947516072+0j)
(8260734409.606197+10j)	(6.603399947516072+0j)
(8237347242.915242+10j)	(6.603399947516072+0j)
(8309647224.220246+10j)	(6.603399947516072+0j)
(8351502156.436981+10j)	(6.603399947516072+0j)
(8234485764.942766+10j)	(6.603399947516072+0j)
(8066404485.43639+10j)	(6.603399947516072+0j)
(7811527099.255079+10j)	(6.603399947516072+0j)
(7483660832.137215+10j)	(6.603399947516072+0j)
(8366545847.82246+10j)	(6.603399947516072+0j)
(8335573261.188503+10j)	(6.603399947516072+0j)
(8323915787.142612+10j)	(6.603399947516072+0j)
(8287058203.363131+10j)	(6.603399947516072+0j)
(8093647801.288449+10j)	(6.603399947516072+0j)
(8335600805.985822+10j)	(6.603399947516072+0j)
(8317976454.585537+10j)	(6.603399947516072+0j)
(8334717004.050581+10j)	(6.603399947516072+0j)
(8347216270.89415+10j)	(6.603399947516072+0j)
(8233196047.849152+10j)	(6.603399947516072+0j)
(8356508784.985145+10j)	(6.603399947516072+0j)
(8158123250.720858+10j)	(6.603399947516072+0j)
(8035419073.609346+10j)	(6.603399947516072+0j)
(8214002993.26853+10j)	(6.603399947516072+0j)
(8041563617.791224+10j)	(6.603399947516072+0j)
(7654082149.427589+10j)	(6.603399947516072+0j)
(7830319335.550598+10j)	(6.603399947516072+0j)
(7938819196.841764+10j)	(6.603399947516072+0j)
(8290213227.73314+10j)	(6.603399947516072+0j)
(7873305792.779129+10j)	(6.603399947516072+0j)
(8194231356.628517+10j)	(6.603399947516072+0j)
(8101667080.977404+10j)	(6.603399947516072+0j)
(8360106518.344488+10j)	(6.603399947516072+0j)
(8344537475.387549+10j)	(6.603399947516072+0j)
(8256629332.511448+10j)	(6.603399947516072+0j)
(8312429939.710715+10j)	(6.603399947516072+0j)
(8349177697.10162+10j)	(6.603399947516072+0j)
(8195704325.005201+10j)	(6.603399947516072+0j)
(8381473966.964713+10j)	(6.603399947516072+0j)
(8250789835.051326+10j)	(6.603399947516072+0j)
(8302719112.953772+10j)	(6.603399947516072+0j)
(8306565630.047517+10j)	(6.603399947516072+0j)
(7915927343.495478+10j)	(6.603399947516072+0j)
(8343304696.052884+10j)	(6.603399947516072+0j)
(8255015104.85256+10j)	(6.603399947516072+0j)
(7998853095.929035+10j)	(6.603399947516072+0j)
(8304807614.986845+10j)	(6.603399947516072+0j)
(8322281616.952625+10j)	(6.603399947516072+0j)
(8333323919.30855+10j)	(6.603399947516072+0j)
(8355636499.260314+10j)	(6.603399947516072+0j)
(8256957743.093348+10j)	(6.603399947516072+0j)
(8355903976.521613+10j)	(6.603399947516072+0j)
(8322090488.8595+10j)	(6.603399947516072+0j)
(8276645442.671738+10j)	(6.603399947516072+0j)
(8252209947.969223+10j)	(6.603399947516072+0j)
(8368850105.8903055+10j)	(6.603399947516072+0j)
(7893669017.536894+10j)	(6.603399947516072+0j)
(8295733242.767696+10j)	(6.603399947516072+0j)
(8003234628.641779+10j)	(6.603399947516072+0j)
(8220821209.900885+10j)	(6.603399947516072+0j)
(8240947455.964536+10j)	(6.603399947516072+0j)
(8351679543.677736+10j)	(6.603399947516072+0j)
(8263787143.25827+10j)	(6.603399947516072+0j)
(8091261708.145905+10j)	(6.603399947516072+0j)
(8239204145.956875+10j)	(6.603399947516072+0j)
(8279326421.856051+10j)	(6.603399947516072+0j)
(7504573443.577698+10j)	(6.603399947516072+0j)
(8055556820.576753+10j)	(6.603399947516072+0j)
(8306771350.80114+10j)	(6.603399947516072+0j)
(8254613035.387281+10j)	(6.603399947516072+0j)
(8015577651.253114+10j)	(6.603399947516072+0j)
(8238325765.919943+10j)	(6.603399947516072+0j)
(8257337516.214922+10j)	(6.603399947516072+0j)
(8301889464.363562+10j)	(6.603399947516072+0j)
(8236876309.601488+10j)	(6.603399947516072+0j)
(8337417966.447924+10j)	(6.603399947516072+0j)
(8307153275.638109+10j)	(6.603399947516072+0j)
(8200038587.600093+10j)	(6.603399947516072+0j)
(8297738107.231445+10j)	(6.603399947516072+0j)
(7978899065.955782+10j)	(6.603399947516072+0j)
(8248209102.555429+10j)	(6.603399947516072+0j)
(8033651687.046919+10j)	(6.603399947516072+0j)
(8347353769.5807705+10j)	(6.603399947516072+0j)
(8010373837.878898+10j)	(6.603399947516072+0j)
(8354913827.938467+10j)	(6.603399947516072+0j)
(8168241770.568723+10j)	(6.603399947516072+0j)
(8248386083.9178505+10j)	(6.603399947516072+0j)
(8359027285.532541+10j)	(6.603399947516072+0j)
(8077579515.317562+10j)	(6.603399947516072+0j)
(8214172343.8431835+10j)	(6.603399947516072+0j)
(8303155147.267092+10j)	(6.603399947516072+0j)
(8305151040.091856+10j)	(6.603399947516072+0j)
(8258144083.418854+10j)	(6.603399947516072+0j)
(8151521315.896252+10j)	(6.603399947516072+0j)
(8043297455.301381+10j)	(6.603399947516072+0j)
(7942706610.094677+10j)	(6.603399947516072+0j)
(7876671401.367943+10j)	(6.603399947516072+0j)
(7923022132.25745+10j)	(6.603399947516072+0j)
(8242100285.478475+10j)	(6.603399947516072+0j)
(8293036417.711744+10j)	(6.603399947516072+0j)
(8315886016.294397+10j)	(6.603399947516072+0j)
(7744046761.598359+10j)	(6.603399947516072+0j)
(8334039784.710825+10j)	(7.095914136436608+0j)
(7818238597.755979+10j)	(7.095914136436608+0j)
(8077592513.057953+10j)	(7.095914136436608+0j)
(7692390574.952761+10j)	(7.095914136436608+0j)
(8334857604.855068+10j)	(7.095914136436608+0j)
(8073818369.658486+10j)	(7.095914136436608+0j)
(8346333465.2169+10j)	(7.095914136436608+0j)
(8329217783.921339+10j)	(7.095914136436608+0j)
(8113827528.984598+10j)	(7.095914136436608+0j)
(8037737607.356138+10j)	(7.095914136436608+0j)
(8164583635.338121+10j)	(7.095914136436608+0j)
(8318483008.741111+10j)	(7.095914136436608+0j)
(8101794117.142316+10j)	(7.095914136436608+0j)
(8318633662.527491+10j)	(7.095914136436608+0j)
(8133221361.996172+10j)	(7.095914136436608+0j)
(8312147382.358526+10j)	(7.095914136436608+0j)
(8243716669.944524+10j)	(7.095914136436608+0j)
(8164282139.336515+10j)	(7.095914136436608+0j)
(8322487669.476866+10j)	(7.095914136436608+0j)
(8328944279.363741+10j)	(7.095914136436608+0j)
(8316046096.286699+10j)	(7.095914136436608+0j)
(8319449505.261766+10j)	(7.095914136436608+0j)
(8024074891.754021+10j)	(7.095914136436608+0j)
(7991485472.157051+10j)	(7.095914136436608+0j)
(8242551118.375694+10j)	(7.095914136436608+0j)
(8358719012.272397+10j)	(7.095914136436608+0j)
(8238417170.628162+10j)	(7.095914136436608+0j)
(8326589312.508001+10j)	(7.095914136436608+0j)
(8206400563.31692+10j)	(7.095914136436608+0j)
(8185032027.9723015+10j)	(7.095914136436608+0j)
(7963371878.419649+10j)	(7.095914136436608+0j)
(8084215725.509594+10j)	(7.095914136436608+0j)
(8166080105.30438+10j)	(7.095914136436608+0j)
(8245530829.706755+10j)	(7.095914136436608+0j)
(8284071799.497103+10j)	(7.095914136436608+0j)
(8352968475.380205+10j)	(7.095914136436608+0j)
(8270671256.068815+10j)	(7.095914136436608+0j)
(8208374293.230259+10j)	(7.095914136436608+0j)
(8257953590.619659+10j)	(7.095914136436608+0j)
(8282034994.6673+10j)	(7.095914136436608+0j)
(8296051468.584529+10j)	(7.095914136436608+0j)
(8265717075.199123+10j)	(7.095914136436608+0j)
(7914632136.637876+10j)	(7.095914136436608+0j)
(7969250279.035131+10j)	(7.095914136436608+0j)
(8104539655.220793+10j)	(7.095914136436608+0j)
(8345645897.066028+10j)	(7.095914136436608+0j)
(8329847153.091481+10j)	(7.095914136436608+0j)
(8082767678.402908+10j)	(7.095914136436608+0j)
(8309369628.666638+10j)	(7.095914136436608+0j)
(8171690480.292435+10j)	(7.095914136436608+0j)
(8152852388.666836+10j)	(7.095914136436608+0j)
(7914378199.206196+10j)	(7.095914136436608+0j)
(8283157041.287304+10j)	(7.095914136436608+0j)
(8202391965.859539+10j)	(7.095914136436608+0j)
(8320227939.448649+10j)	(7.095914136436608+0j)
(8191131128.263545+10j)	(7.095914136436608+0j)
(8318881806.043106+10j)	(7.095914136436608+0j)
(8066496344.8278675+10j)	(7.095914136436608+0j)
(8258511195.948662+10j)	(7.095914136436608+0j)
(8008551659.355794+10j)	(7.095914136436608+0j)
(8173134302.152164+10j)	(7.095914136436608+0j)
(8358675774.613337+10j)	(7.095914136436608+0j)
(8216050762.588459+10j)	(7.095914136436608+0j)
(8217184507.861191+10j)	(7.095914136436608+0j)
(8100173476.0544+10j)	(7.095914136436608+0j)
(8329520526.730387+10j)	(7.095914136436608+0j)
(8275813563.600969+10j)	(7.095914136436608+0j)
(8352464180.029944+10j)	(7.095914136436608+0j)
(8363845097.726211+10j)	(7.095914136436608+0j)
(8159225692.063831+10j)	(7.095914136436608+0j)
(8365152023.213236+10j)	(7.095914136436608+0j)
(8137583172.482923+10j)	(7.095914136436608+0j)
(8213745153.780943+10j)	(7.095914136436608+0j)
(8239994098.76326+10j)	(7.095914136436608+0j)
(8136915337.896784+10j)	(7.095914136436608+0j)
(8120927443.792279+10j)	(7.095914136436608+0j)
(7523079596.423662+10j)	(7.095914136436608+0j)
(8280905891.654447+10j)	(7.095914136436608+0j)
(8267646453.650566+10j)	(7.095914136436608+0j)
(8339100770.350818+10j)	(7.095914136436608+0j)
(8309679611.962019+10j)	(7.095914136436608+0j)
(8178211572.126289+10j)	(7.095914136436608+0j)
(8171094369.108555+10j)	(7.095914136436608+0j)
(8339271900.096367+10j)	(7.095914136436608+0j)
(8036899535.511614+10j)	(7.095914136436608+0j)
(8107217708.819452+10j)	(7.095914136436608+0j)
(8323746252.898573+10j)	(7.095914136436608+0j)
(8203275233.012417+10j)	(7.095914136436608+0j)
(8155480080.280031+10j)	(7.095914136436608+0j)
(8346743247.126513+10j)	(7.095914136436608+0j)
(8110518231.802615+10j)	(7.095914136436608+0j)
(8348171267.721582+10j)	(7.095914136436608+0j)
(8171902316.118513+10j)	(7.095914136436608+0j)
(8229597703.180845+10j)	(7.095914136436608+0j)
(8281811428.226987+10j)	(7.095914136436608+0j)
(8358033810.574483+10j)	(7.095914136436608+0j)
(8289361621.131668+10j)	(7.095914136436608+0j)
(8105378581.219678+10j)	(7.095914136436608+0j)
(8205533583.691135+10j)	(7.095914136436608+0j)
(8193486560.008541+10j)	(7.095914136436608+0j)
(8267862113.470972+10j)	(7.095914136436608+0j)
(8170304883.290482+10j)	(7.095914136436608+0j)
(8241846447.972517+10j)	(7.095914136436608+0j)
(8129763747.519514+10j)	(7.095914136436608+0j)
(8145483408.740535+10j)	(7.095914136436608+0j)
(8319832541.457293+10j)	(7.095914136436608+0j)
(8312062069.961285+10j)	(7.095914136436608+0j)
(8213105182.835515+10j)	(7.095914136436608+0j)
(8151750053.685589+10j)	(7.095914136436608+0j)
(8341678651.256477+10j)	(7.095914136436608+0j)
(8293713859.707468+10j)	(7.095914136436608+0j)
(8026820738.260002+10j)	(7.095914136436608+0j)
(8323821927.338485+10j)	(7.095914136436608+0j)
(8355873103.498874+10j)	(7.095914136436608+0j)
(7818691627.548165+10j)	(7.095914136436608+0j)
(8332527314.936554+10j)	(7.095914136436608+0j)
