Photon Density 	SigmaT	Energy
7.417810416549148	100.0	0.0
6.937525421978504	200.0	0.0
6.76394094570481	300.0	0.0
6.732813704598118	400.0	0.0
7.858909281994195	500.0	0.0
6.331852605893601	600.0	0.0
7.106269752887217	700.0	0.0
10.626924009504126	800.0	0.0
9.352076705942922	900.0	0.0
5.248990646239986	1000.0	0.0
