Photon Density 	SigmaT	IDK
7.99673378017644	5.0	0.0
2.3857494220913247	10.0	0.0
1.6717391596355902	15.0	0.0
0.47393886023762766	20.0	0.0
0.7290948648489659	25.0	0.0
0.2897461268385033	30.0	0.0
0.14382581785404272	35.0	0.0
0.14770198273399832	40.0	0.0
0.423856015433656	45.0	0.0
0.5440921226663785	50.0	0.0
