Photon Density 	SigmaT	Energy(GeV)
6.760888605490019	5.0	7337.505167660837
3.12895360742354	10.0	7337.505167660837
1.3764789293674478	15.0	7337.505167660837
0.8641231575300403	20.0	7337.505167660837
0.45304175265337465	25.0	7337.505167660837
0.25686575285185503	30.0	7337.505167660837
0.2435784143884574	35.0	7337.505167660837
0.2255161450720931	40.0	7337.505167660837
0.2141494152938132	45.0	7337.505167660837
0.21101098356407968	50.0	7337.505167660837
